LOT,LOT_TYPE,OWNERNAME,CAREOFNAME,ADDRESS1,ADDRESS2,CITYSTZIP,PROPERTYNAME,ADDRESSOFRECORD,OWNEROFRECORD,YEARBUILT,PRIMARYPROPERTYTYPE_EPACALC,TAXRECORDFLOORAREA,ENERGYSTARSCORE,SITEEUI_KBTU_FT,WEATHERNORMALZEDSITEEUI_KBTUFT,SOURCEEUI_KBTU_FT,WEATHERNORMALZEDSOUREUI_KBTUFT,TOTGHGEMISSIONS_METRICTONSCO2E,TOTGHGEMISSINTENSITY_KGCO2EFT,WATERUSE_ALLWATERSOURCES_KGAL,ELECTRICITYUSE_KWH,NATURALGASUSE_THERMS,LATITUDE,LONGITUDE
834,2,SUMMIT GRAND PARC LLC, ,PO BOX 27329, ,"HOUSTON, TX 77227-7329",Camden Grand Parc,0900 15TH ST,SUMMIT GRAND PARC LLC,0,Multifamily Housing,50094,59,42,42,107,105,620,12.37673174,"3,081",1161565,16854,38.90157712,-77.03489576
802,2,SUMMIT ROOSEVELT LLC, ,PO BOX 27329, ,"HOUSTON, TX 77227-7329",Camden Roosevelt,2101 16TH ST NW,SUMMIT ROOSEVELT LLC,1920,Multifamily Housing,244643,80,44,43,107,105,793,3.241457961,"6,782",1440791,25481,38.91865574,-77.0359898
836,2,SUNTONE K9 LLC,JULIE CRIST,120 VANTIS STE 350, ,"ALISO VIEJO, CA 92656-2686",Renaissance Washington DC Downtown Hotel,0999 9TH ST NW,SUNTONE K9 LLC,1988,Hotel,342778,66,69,69,172,172,5402,15.75947114,"26,145",9990751,157897,38.90180955,-77.02332594
991,2,SUSAN KAHN, ,34 MIDDALE RD, ,"WHITE PLAINS, NY 10605-2920",2201 Wisconsin Ave,2201 - 2213 WISCONSIN AV NW,SUSAN KAHN,1981,Mixed Use Property,239241,0,75,75,229,229,1495,6.248928904,"4,058",3209310,5436,38.91945743,-77.0701892
15,1,SUTON ONE LLC, ,1960 GALLOWS RD STE 300, ,"VIENNA, VA 22182-3827",Holiday Inn Express and Suites Washington DC Northeast,1917 BLADENSBURG RD,SUTON ONE LLC,2008,Hotel,100130,61,61,60,138,135,615,6.14201538,"4,769",1049710,25456,38.91637938,-76.97227625
16,1,SUTON TWO LLC, ,1960 GALLOWS RD STE 300, ,"VIENNA, VA 22182-3827",Fairfield Inn & Suites Washington DC New York Ave,2305 NEW YORK AV,SUTON TWO LLC,2008,Hotel,84180,86,63,63,147,147,546,6.486101212,"3,567",960242,20145,38.91644752,-76.97162637
55,1,T C 800 17TH STREET NW OWNER LLC, ,730 3RD AVE, ,"NEW YORK, NY 10017-3206",800 17TH ST,0800 17TH ST,VNO 1707 H STREET LLC,2010,Office,431570,99,28,28,88,87,1476,3.420070904,"4,859",3232377,0,38.90062138,-77.03996081
67,1,T C ELLINGTON LLC, ,7850 WALKER DR STE 400, ,"GREENBELT, MD 20770-3240","Ellington, The",1301 U ST NW,T C ELLINGTON LLC,2004,Multifamily Housing,282029,0,13.3,31.8,85.4,39,505.92,1.793858078,6576.1,1016714,2758.1,38.91732142,-77.03045188
8,1,T&L HOSPITALITY INC,SAN TAN TSE,2700 NEW YORK AVE NE, ,"WASHINGTON, DC 20002-1951",Days Inn Gateway,2700 NEW YORK AV NE,T&L HOSPITALITY INC,1962,Hotel,95331,99,113,112,253,249,1068,11.2030714,"10,947",1802491,46070,38.91781681,-76.97012626
8,1,TAMOL LP, ,7315 WISCONSIN AVE STE 215E, ,"BETHESDA, MD 20814-3203",PSYCHIATRIC INSTITUTE OF WASHINGTON,4228 WISCONSIN AV NW,TAMOL LP,1974,Hospital (General Medical & Surgical),101684,100,48,48,58,57,204,2.006215334,"7,996",73418,32080,38.9438937,-77.07806917
21,1,TC 1101 PENNSYLVANIA AVENUE OWNER LLC,STE 250,1100 PENNSYLVANIA AVE NW, ,"WASHINGTON, DC 20004-2501",Evening Star Building,1101 PENNSYLVANIA AV NW,TC 1101 PENNSYLVANIA AVENUE OWNER LLC,1898,Office,336271,85,53,53,167,167,1443,4.291181815,"5,168",3158336,0,38.89535985,-77.0274158
35,1,T-C 3333 WISCONSIN AVENUE LLC,MAIL STOP C308,8500 ANDREW CARNEGIE BLVD, ,"CHARLOTTE, NC 28262-8500",3333 Wisconsin,3333 - 3323 WISCONSIN AV NW,T-C 3333 WISCONSIN AVENUE LLC,1974,Multifamily Housing,100962,76,39,39,116.2,116.2,495.4,4.906796617,3711.3,1107859,3142.977,38.9342542,-77.07199003
71,1,T-C HALL OF STATES OWNER LLC,CONTROLLER,1007 EASTERN AVE STE 500, ,"BALTIMORE, MD 21202-4654",Hall of the States,0400 NORTH CAPITOL ST NW,JAMES J HAYES,1975,Office,961282,89,55.3,55.3,173.6,173.6,4243.2,4.41410533,3519.7,9820387,0,38.89565704,-77.00991613
61,1,T-C REPUBLIC SQUARE OWNER LLC, ,730 3RD AVE, ,"NEW YORK, NY 10017-3206",Republic Square - 25 Mass Ave,0025 MASSACHUSETTS AV,25 MASSACHUSETTS AVE PROPERTY LLC,2006,Office,551388,89,45.5,45.5,143,143,2317.8,4.203573527,3781.4,5364321,0,38.89847553,-77.01039395
832,2,TEACHERS INSURANCE & ANNUNITY ASSOCIATION OF AMERICA,HINES INTERESTS LP,1001 PENNSYLVANIA AVE NW STE, ,"WASHINGTON, DC 20004-2540",1001 Pennsylvania Avenue w/ Retail,1001 PENNSYLVANIA AV,TEACHERS INSURANCE & ANNUNITY ASSOCIATION OF AMERICA,1987,Office,478555,100,12,12,30.2,30.2,1101.9,2.302556655,16001.5,2162730,31548.901,38.8957756,-77.02647862
844,2,TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA,HINES,1900 K ST NW STE 120, ,"WASHINGTON, DC 20006-1174",1900 K Street Benchmark,1900 K ST NW,TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA,1996,Office,440000,80,52.9,52.9,166.2,166.2,2726.2,6.195909091,3747.1,5968617,0,38.9020726,-77.04391903
860,2,TELLURIUM LLC, ,1627 K ST NW LOWR LEVEL, ,"WASHINGTON, DC 20006-1702",475 School st,0475 SCHOOL ST SW,WILLSCHOOL HOLDINGS LLC,1967,Office,80612,45,91,91,286,286,730,9.055723714,547,1598888,0,38.8843124,-77.01880844
1,1,TERRENO V STREET LLC, ,101 MONTGOMERY ST STE 200, ,"SAN FRANCISCO, CA 94104-4124",4371-0001,3300 V ST NE,SMC UNITED INDUSTRIAL LIMITED PARTNERSHIP,1960,Distribution Center,100200,1,138.6,139,366.4,366.8,1558.3,15.55189621,327.6,3190044,33891,38.91901817,-76.96011348
32,1,TERRENO V STREET LLC, ,101 MONTGOMERY ST STE 200, ,"SAN FRANCISCO, CA 94104-4124",4365-0032,3030 - 3070 V ST NE,SMC UNITED INDUSTRIAL LIMITED PARTNERSHIP,1957,Non-Refrigerated Warehouse,106200,65,39.9,39.8,76,75.9,352.6,3.320150659,1014.4,507830,25106.001,38.91922674,-76.96466398
1,1,TERRENO V STREET LLC, ,101 MONTGOMERY ST STE 200, ,"SAN FRANCISCO, CA 94104-4124",3170-3180 V ST NE,3130 - 3180 V ST NE,SMC UNITED INDUSTRIAL LIMITED PARTNERSHIP,1957,Non-Refrigerated Warehouse,90200,66,42,42,63,62,89,0.986696231,59,77675,10047,38.91911924,-76.9623345
2,1,TERRENO V STREET LLC, ,101 MONTGOMERY ST STE 200, ,"SAN FRANCISCO, CA 94104-4124",3370 V ST NE,3350 - 3390 V ST NE,SMC UNITED INDUSTRIAL LIMITED PARTNERSHIP,1960,Non-Refrigerated Warehouse,71564,81,17,17,24,24,23,0.321390643,25,17120,2792,38.91898345,-76.95807991
1,1,TERRENO V STREET LLC, ,101 MONTGOMERY ST STE 200, ,"SAN FRANCISCO, CA 94104-4124",4373-0001,3015 - 3055 V ST NE,SMC UNITED INDUSTRIAL LIMITED PARTNERSHIP,1953,Non-Refrigerated Warehouse,99120,42,5,5,11,11,44,0.443906376,2,77650,1620,38.91845145,-76.96509799
2,1,TERRENO V STREET LLC, ,101 MONTGOMERY ST STE 200, ,"SAN FRANCISCO, CA 94104-4124",3155 V ST NE,3125 - 3165 V ST NE,SMC UNITED INDUSTRIAL LIMITED PARTNERSHIP,1953,Non-Refrigerated Warehouse,86349,85,15,14,27,25,21,0.243199111,1,28260,1581,38.91833617,-76.96261866
5,1,TERRENO V STREET LLC, ,101 MONTGOMERY ST STE 200, ,"SAN FRANCISCO, CA 94104-4124",3335 V ST NE,3325 - 3355 V ST NE,SMC UNITED INDUSTRIAL LIMITED PARTNERSHIP,1953,Non-Refrigerated Warehouse,83381,96,13,13,18,18,22,0.263849078,37,16595,2646,38.91823397,-76.96023965
1,1,TFO FEVA UIP TILDEN LLC, ,140 Q ST NE, ,"WASHINGTON, DC 20002-2101",Tilden Hall,3945 CONNECTICUT AV NW,TILDEN HALL CORP,1924,Multifamily Housing,70550,100,19,19,54,54,165,2.338766832,"2,249",338518,1873,38.9405242,-77.06091783
39,1,THE AMERICAN INSTITUTE OF ARCHITECTS INC, ,1735 NEW YORK AVE NW, ,"WASHINGTON, DC 20006-5209",1735 New York Avenue,1735 NEW YORK AV NW,THE AMERICAN INSTITUTE OF ARCHITECTS,1973,Office,183768,64,111,111.7,229.6,230.4,1473.1,8.016085499,2370.6,2367175,84844.679,38.89661215,-77.04119673
6,1,THE AMERICAN UNIVERSITY,BMS REALTY SERVICES/STE 407,4201 CONNECTICUT AVE NW, ,"WASHINGTON, DC 20008-1158",3201 New Mexico,3201 NEW MEXICO AV NW,THE AMERICAN UNIVERSITY,1979,Other,162058,0,103.1,102.4,312.1,309.8,1303.1,8.040948302,5482.5,2990877,2043.09,38.93303364,-77.08466994
845,2,THE DUNKIN-MAXWELL COMPANY,WILLIAM C SMITH & CO,1100 NEW JERSEY AVE SE, ,"WASHINGTON, DC 20003-3302",2445 15TH ST. N.W.,2445 15TH ST,THE DUNKIN-MAXWELL COMPANY,1970,Multifamily Housing,63023,20,76,76,150,150,426,6.759437031,"2,735",621279,26839,38.9228567,-77.034933
850,2,THE GEORGE WASHINGTON UNIVERSITY, ,2121 I ST NW 701, ,"WASHINGTON, DC 20052-0001",Ames Hall,2100 FOXHALL RD NW,THE GEORGE WASHINGTON UNIVERSITY,2011,College/University,271712,56,30,30,94.3,94.3,220.6,0.811889059,132.3,510619.7,10789,38.91787929,-77.09129452
50,1,THE GEORGE WASHINGTON UNIVERSITY,RICE HALL,2121 1ST ST NW # 701, ,"WASHINGTON, DC 20001-1004",2100 Pennsylvania Avenue,2100 PENNSYLVANIA AV NW,GEORGE WASHINGTON UNIVERSITY,1966,Office,219499,77,81,79,205,203,2861,13.03422795,"6,347",5399042,74393,38.90107431,-77.0472518
51,1,THE GEORGE WASHINGTON UNIVERSITY, ,2100 PENNSYLVANIA AVE NW, ,"WASHINGTON, DC 20037-3202",Rice Hall,2121 I ST NW,GEORGE WASHINGTON UNIVERSITY,1967,Office,70308,53,88,87,210,210,660,9.387267452,"1,670",1186111,22285,38.90099351,-77.04765744
853,2,THE HERITAGE FOUNDATION, ,214 MASSACHUSETTS AVE NE, ,"WASHINGTON, DC 20002-4958",The Heritage Foundation 208 Building,0214 MASSACHUSETTS AV NE,HERITAGE FOUNDATION INC,1926,Office,76589,59,89,87,195,192,587,7.664285994,"2,460",970928,26962,38.89531573,-77.00254329
818,2,THE INGLESIDE PRESBYTERIAN RETIREMENT COMMUNITY INC, ,3050 MILITARY RD NW, ,"WASHINGTON, DC 20015-1341",Ingleside at  RockCreek,3050 MILITARY RD,THE PRESBYTERIAN HOME,0,Multifamily Housing,97765,2,75,74,167,164,3371,34.48064236,"5,630",5607395,152452,38.95965288,-77.06081755
850,2,THE JOHN HOPKINS UNIVERSITY,KAREN GEARY,3910 KESWICK RD STE N3100, ,"BALTIMORE, MD 21211-2226",Bernstein Offit Building,1717 MASSACHUSETTS AV NW,THE JOHN HOPKINS UNIVERSITY,1962,Office,147542,84,80,80,163,163,894,6.059291592,943,1365255,50847,38.90875222,-77.03949061
806,2,THE KLINGLE CORPORATION INC, ,7501 WISCONSIN AVE STE 1500E, ,"BETHESDA, MD 20814-6522",The Kennedy Warren,3133 CONNECTICUT AV,THE KLINGLE CORPORATION INC,1931,Multifamily Housing,484056,0,93.8,94.2,209.6,210,2379.6,4.915960137,9782.3,4170880,108797.195,38.93194383,-77.05558001
807,2,THE KLINGLE CORPORATION INC, ,7501 WISCONSIN AVE STE 1500E, ,"BETHESDA, MD 20814-6522",The Kennedy Warren South Wing,3131 CONNECTICUT AV,THE KLINGLE CORPORATION INC,2004,Multifamily Housing,337500,0,153,153.3,406.9,407.3,2652.7,7.859851852,4705.3,5456639,55582.498,38.93122547,-77.05544495
50,1,THE MILLS BUILDING ASSOCIATES LLC,THE JOHN AKRIDGE COMPANIES,601 13TH ST NW STE 300N, ,"WASHINGTON, DC 20005-3870",1700 Pennsylvania Avenue NW (Mills),1700 PENNSYLVANIA AV NW,THE MILLS BUILDING ASSOCIATES LLC,1966,Office,244556,71,82.1,82.7,197.2,197.8,1460.4,5.971638398,3689.6,2750947,51204.601,38.89861583,-77.03995725
107,1,THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION, ,1825 K ST NW STE 1400, ,"WASHINGTON, DC 20006-1202","1445 Otis Place, NW",1445 OTIS PL NW,THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION,1932,Multifamily Housing,90652,58,81,80,115,115,495,5.46044213,"4,592",383136,60276,38.93550621,-77.03412535
805,2,THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION, ,1825 K ST NW STE 1400, ,"WASHINGTON, DC 20006-1202","1445 Ogden Street, NW",1445 OGDEN ST NW,THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION,1932,Multifamily Housing,90652,44,87,87,124,124,535,5.901689979,"4,641",417172,64857,38.93502435,-77.0340369
826,2,THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION, ,1825 K ST NW STE 1400, ,"WASHINGTON, DC 20006-1202",Park Crescent,2901 18TH ST NW,THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION,1937,Multifamily Housing,81080,57,78,78,111,111,426,5.254070054,"1,065",328458,51857,38.92653387,-77.04106727
828,2,THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION, ,1825 K ST NW STE 1400, ,"WASHINGTON, DC 20006-1202",Park Terrace,1660 LANIER PL NW,THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION,1937,Multifamily Housing,70831,12,114,114,164,163,550,7.764961669,"3,122",432720,66300,38.92599329,-77.03908781
66,1,THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION,BORGER MANAGEMENT INC,1111 14TH ST NW STE 200, ,"WASHINGTON, DC 20005-5622",1310 L Street,1310 L ST NW,THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION,1967,Office,212991,88,72,72,210,210,1388,6.516707279,"1,502",2895936,12253,38.90341221,-77.03049837
62,1,THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION INC AND AMBASSADOR INC,BORGER MANAGEMENT INC,1825 K ST NW STE 1250, ,"WASHINGTON, DC 20006-1202",1825 K Street,1825 K ST NW,CALVIN CAFRITZ ENTERPRISES,1966,Office,308836,81,73.1,79,191,189.7,2098.37,6.794447538,"4,369",3673203.6,60825.5,38.90293304,-77.04258947
53,1,THE MUSEUM OF THE BIBLE INC, ,7505 SW 44TH ST, ,"OKLAHOMA CITY, OK 73179-4312",300 D St SW - W Design C,0300 D ST SW,THE MUSEUM OF THE BIBLE INC,1980,Other,415511,74,39.5,39.5,124,124,2169.5,5.221281747,12960,5021073,0,38.88474002,-77.01675031
40,1,THE PEW CHARITABLE TRUSTS CO INC, ,2005 MARKET ST STE 1700, ,"PHILADELPHIA, PA 19103-7017",The Pew Charitable Trusts,0901 E ST NW,THE PEW CHARITABLE TRUSTS,1989,Office,345477,81,58.7,63.1,198.2,184.3,1947.7,5.637712496,4509.2,4507672,0,38.89658046,-77.02436437
815,2,THE PRESIDENT AND DIRECTORS OF GEORGETOWN COLLEGE, ,3700 O ST NW, ,"WASHINGTON, DC 20057-0002",Georgetown University,3700 O ST NW,JESUIT COMMUNITY AT GEORGETOWN UNIV INC,1930,College/University,80094,0,158,158,332,331,67780,846.2556496,"360,262",110245400,6934929,38.90690349,-77.07332831
842,2,THE PROFESSIONAL ASSOCIATES, ,1150 CONNECTICUT AVE NW, ,"WASHINGTON, DC 20036-4104",Professional Building,2100 K ST NW,THE PROFESSIONAL ASSOCIATES,1962,Office,98646,44,97.5,97.8,269.5,269.9,731.1,7.411349675,772.7,1518039,3445.933,38.90220684,-77.04699952
83,1,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,REAL ESTATE SERVICES GP,1111 FRANKLIN ST FL 6, ,"OAKLAND, CA 94607-5201",The University of California Washington Center,1608 RHODE ISLAND AV NW,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,2001,Residence Hall/Dormitory,184556,50,70,70,155,155,1092,5.916903271,"5,998",1814714,49484,38.90652047,-77.03736419
840,2,THE UNIVERSITY CLUB CITY OF WASH DC, ,1135 16TH ST NW, ,"WASHINGTON, DC 20036-4801",The University club,1135 16TH ST NW,UNIVERSITY CLUB DC INC,1904,Hotel,79330,0,200,199,376,374,1351,17.03012732,"6,542",1849839,95357,38.90489692,-77.03604926
58,1,THE WASHINGTON CENTER FOR INTERNSHIPS AND ACADEMIC SEMINARS, ,1333 16TH ST NW, ,"WASHINGTON, DC 20036-2205",TWC Residential Academic Facility,1005 3RD ST,THE WASHINGTON CENTER FOR INTERNSHIPS AND ACADEMIC SEMINARS,2010,Residence Hall/Dormitory,140908,64,63.1,63.9,131.5,132.3,795.3,5.644108212,7995.6,1290122,44832.717,38.90314162,-77.00172233
6,1,THE WINCHESTER-UNDERWOOD COOPERATIVE INC,DELBE REAL ESTATE,4200 WISCONSIN AVE NW STE 500, ,"WASHINGTON, DC 20016-2155",Winchester Underwood Cooperative,6445 LUZON AV NW,THE WINCHESTER-UNDERWOOD COOPERATIVE INC,1959,Multifamily Housing,138199,89,45,45,77,76,473.7,3.427665902,2947.5,606057.9,39916.668,38.968512,-77.03421209
130,6,THEOLOGICAL COLLEGE INC,FR THOMAS R ULSHAFER,401 MICHIGAN AVE NE, ,"WASHINGTON, DC 20017-1518",Theological College,0401 MICHIGAN AV NE,THEOLOGICAL COLLEGE INC,1917,College/University,98815,0,93,91,188,185,1158,11.71886859,"1,571,192",1739183,68540,38.93079539,-76.99971607
836,2,THOMAS MOTT TRUSTEES, ,6404 IVY LN STE 720, ,"GREENBELT, MD 20770-1425",Days Inn,4400 CONNECTICUT AV NW,THOMAS MOTT TRUSTEES,1964,Hotel,76016,74,54,52,168,164,546,7.182698379,"5,707",1194555,0,38.94693031,-77.06563922
51,1,TIAA FRANKLIN SQUARE LLC,JONES LANG LASALLE AMER INC,1300 I ST NW STE 109W, ,"WASHINGTON, DC 20005-3314",Franklin Square,1300 I ST NW,TIAA FRANKLIN SQUARE LLC,1989,Office,606768,87,58.8,58.8,184.8,184.8,3855.8,6.354652849,6092.3,8923731,0,38.90101466,-77.03034492
184,1,TIBER ISLAND COOPERATIVE HOMES, ,429 N ST SW, ,"WASHINGTON, DC 20024-3703","Tiber Island Cooperative Homes, Inc.",0461 N ST SW,TIBER ISLAND COOPERATIVE HOMES,1965,Multifamily Housing,315832,23,84,84,169,169,2398,7.592644191,"16,243",3580873,143571,38.87536681,-77.01888013
6,1,TILDEN GARDENS INC, ,3000 TILDEN ST NW, ,"WASHINGTON, DC 20008-3017",HI,3930 CONNECTICUT AV NW,TILDEN GARDENS INC,1929,Multifamily Housing,91070,100,6,6,18,18,66,0.72471725,"1,556",143859,0,38.94046465,-77.0618748
801,2,TILDEN GARDENS INC, ,3000 TILDEN ST NW, ,"WASHINGTON, DC 20008-3017",DE,3031 - 3041 SEDGEWICK ST NW,TILDEN GARDENS INC,1929,Multifamily Housing,70108,100,6,6,19,19,53,0.755976493,995,116298,0,38.94011092,-77.06246165
7,1,TILDEN GARDENS INC, ,3000 TILDEN ST NW, ,"WASHINGTON, DC 20008-3017",FG,3900 CONNECTICUT AV NW,TILDEN GARDENS INC,1929,Multifamily Housing,84804,100,6,6,20,20,64,0.754681383,"1,576",140492,0,38.93987751,-77.06152242
838,2,TMG 800 K STREET LLC,THE MERIDIAN GROUP,3 BETHESDA METRO CTR STE 610, ,"BETHESDA, MD 20814-5392",800 K Street,0800 K ST NW,800 K STREET ASSOCIATES LLC,1989,Office,495847,76,68.4,68.4,214.9,214.9,4702.2,9.483167187,2059,10882460,0,38.90165697,-77.02254521
100,1,TMT DEMONET INC,TRANSWESTERN,20920 WARNER CENTER LN STE C, ,"WOODLAND HLS, CA 91367-6534",Demonet Building,1155 CONNECTICUT AV,TMT DEMONET INC,1984,Office,90346,56,62,60,194,189,891,9.862085759,"2,794",1950166,0,38.90544661,-77.04051286
128,1,TODD S DECKELBAUM TRUSTEE,PROPERTY TAX DEPT,1745 SHEA CENTER DR STE 200, ,"HGHLNDS RANCH, CO 80129-1540",Waterside Townhomes,0901 - 0947 6TH ST SW,TODD S DECKELBAUM TRUSTEE,1971,Multifamily Housing,1037766,8,78.3,79,136.2,137,321,0.309318286,2007.8,401130,27824.001,38.87852497,-77.02110147
105,1,TOURRAINE LLC,BORGER MGT INC,1111 14TH ST NW STE 200, ,"WASHINGTON, DC 20005-5622",1630 R Street,1610 - 1632 R ST NW,TOURRAINE LLC,1922,Multifamily Housing,88648,72,58,57,118,116,467,5.268026351,"2,868",706039,27221,38.91235025,-77.0375699
26,1,TP2 LLC,RUSSELL KATZ,PO BOX 4337, ,"SILVER SPRING, MD 20914-4337",Elevation 314,314 CARROLL ST,TP2 LLC,2004,Multifamily Housing,68000,100,16,16,51,51,148,2.176470588,"1,270",323042,49,38.97460603,-77.01692973
48,1,TR 2300 N STREET CORP,LPC REALTY ADVISORS I LTD,120 N LASALLE ST STE 1750, ,"CHICAGO, IL 60602-2492",2300 N Street,2300 N ST NW,TR 2300 N STREET CORP,1986,Office,451902,59,81,81,253,253,3290,7.280339543,"5,257",7202514,0,38.90690078,-77.0507661
66,1,TREA 1401 LLC,CASSIDY TURLEY,1401 H ST NW STE 250, ,"WASHINGTON, DC 20005-2027",City Center,1401 H ST NW,TREA 1401 LLC,1992,Office,480132,87,57,57,177,177,2730,5.685936367,"4,327",5976227,0,38.90054146,-77.03253735
78,1,TRIANGLE DEVELOPMENT ASSOCIATES LLC,PARADIGU MGMT LP/MATTHEW OLSON,1415 N TAFT ST APT 100, ,"ARLINGTON, VA 22201-2676",Triangle Development Associates LLC,1375 KENYON ST,TRIANGLE DEVELOPMENT ASSOCIATES LLC,2004,Multifamily Housing,147960,0,18.6,18.7,48,48.1,309.3,2.090429846,"3,763",620132.1,7789.699,38.93014531,-77.0319552
34,6,TRINITY COLLEGE,OFFICE OF TREASURY,125 MICHIGAN AVE NE, ,"WASHINGTON, DC 20017-1004",KH - Kerby Hall,125 MICHIGAN AV,TRINITY COLLEGE,1965,College/University,482879,59,101.5,102.8,166.7,168.1,390.1,0.807862839,9548.4,438773.4,37775.347,38.92721777,-77.00354317
2,1,TRINITY COLLEGE,OFFICE OF TREASURER,125 MICHIGAN AVE NE, ,"WASHINGTON, DC 20017-1004",KH - Kerby Hall,4TH ST NE,TRINITY COLLEGE,1965,College/University,56787,53,117,116,183,181,443,7.801081233,"1,486",434792,46022,38.92704975,-77.00133098
816,2,TRIZECHAHN 1250C/2401P LLC,EPROPERTY TAX/DEPT 113,PO BOX 4900, ,"SCOTTSDALE, AZ 85261-4900",1250 Conn Ave,1250 CONNECTICUT AV NW,TRIZECHAHN LLC - 1250C/2401P,1964,Office,232204,84,65.1,68,155.9,167,1274.9,5.490430828,2554.8,2394007,45313.432,38.90686661,-77.04232227
79,1,TRIZECHAHN LLC - 1400 K STREET NW,PROPERTY TAX-DEPT 113,PO BOX 4900, ,"SCOTTSDALE, AZ 85261-4900",1400 K Street,1400 K ST NW,TRIZECHAHN LLC - 1400 K STREET NW,1982,Office,292090,89,51,51,160.1,160.1,1335.9,4.573590332,2591.8,3091734,0,38.90213988,-77.03241651
804,2,TRT 1300 CONNECTICUT AVE OWNER LLC, ,518 17TH ST STE 1700, ,"DENVER, CO 80202-4130",1300 Connecticut Avenue NW,1300 CONNECTICUT AV NW,TRT 1300 CONNECTICUT AVE OWNER LLC,1954,Office,147560,62,69.5,69.5,218.1,218.1,1220.3,8.26985633,3295.6,2824320,0,38.90753531,-77.04267347
821,2,TRUSTEES FOR CHURCH OF SCIENTOLOGY RELIGIOUS TRUST, ,1710 IVAR AVE, ,"LOS ANGELES, CA 90028-5106",founding,1424 16TH ST NW,TRUSTEES FOR CHURCH OF SCIENTOLOGY RELIGIOUS TRUST,1917,Worship Facility,50233,32,49,49,148,147,318,6.330499871,779,679527,1364,38.90944999,-77.03702306
20,1,TRUSTEES OF SECOND NEW SAINT PAUL'S BAPTIST CHURCH,GREEN VALLEY APTS,2412 FRANKLIN ST NE, ,"WASHINGTON, DC 20018-4213",Green Valley Apartments,2412 FRANKLIN ST NE,TRUSTEES OF SECOND NEW SAINT PAULS BAPTIST CHURCH,1972,Multifamily Housing,60516,4,154,154,211,211,609,10.06345429,"2,519",414456,79071,38.92620983,-76.9713843
42,1,TWIN OAKS LLC,WILLIAM C SMITH & CO IN,1100 NEW JERSEY AVE SE, ,"WASHINGTON, DC 20003-3302",TWIN OAKS APARTMENTS,3800 14TH ST NW,TWIN OAKS LLC,1920,Multifamily Housing,97377,32,134,134,195,195,896,9.201351448,"6,623",732003,105822,38.93828663,-77.03366912
809,2,TWO CON LLC, ,7200 WISCONSIN AVE # 700, ,"BETHESDA, MD 20814-4811",Two Constitution Square - Including Retail,145 N ST,TWO CON LLC,2010,Office,589000,87,60.5,60.5,188.5,188.5,4556.7,7.736332767,"5,985",10495110,4131.238,38.90681986,-77.00459215
176,1,TYLER HOUSE ASSOCIATES 95 L.P., ,832 GERMANTOWN PIKE STE 5, ,"PLYMOUTH MEETING, PA 19462-2442",Tyler House Associates 95 LP,1200 NORTH CAPITOL ST NW,TYLER HOUSE ASSOCIATES 95 L.P.,1996,Multifamily Housing,325984,100,10.2,10.3,32.2,32.2,422.8,1.296996172,24461.3,978552.6,0,38.90609529,-77.01015693
877,2,UIP 1841 COLUMBIA ROAD LLC,URBAN INVESTMENT PARTNERS,140 Q ST NE STE 140B, ,"WASHINGTON, DC 20002-2101",1841 Columbia Road,1841 COLUMBIA RD NW,UIP 1841 COLUMBIA ROAD LLC,1929,Multifamily Housing,120650,0,42,42,106,106,559,4.633236635,"4,684",1060008,14109,38.92148351,-77.04392426
863,2,UIP-NYCB FIVE LP,URBAN INVESTMENT PARTNERS,140 Q ST NE STE 140B, ,"WASHINGTON, DC 20002-2101",Holmead,3435 HOLMEAD PL NW,UIP-NYCB FIVE LP,1950,Multifamily Housing,82702,0,100,100,152,152,588,7.109864332,"7,777",548021,63592,38.93312284,-77.03054819
847,2,UNION INVESTMENT REAL ESTATE GMBH, ,600 13TH ST NW STE C102, ,"WASHINGTON, DC 20005-3010",600 Thirteenth St,0600 13TH ST NW,UNION INVESTMENT REAL ESTATE GMBH,1997,Office,251557,0,30.8,30.8,96.8,96.8,1014.1,4.031293107,1685.6,2220309,0,38.89784058,-77.02999507
828,2,UNION PLACE PHASE I LLC,TIAA UNION PL PHASE 1/ 3RD FL,8500 ANDREW CARNEGIE BLVD, ,"CHARLOTTE, NC 28262-8500",The Loree Grand,250 K ST,UNION PLACE PHASE I,2010,Multifamily Housing,307676,92,35,35.1,98.2,98.3,952.4,3.09546406,5320.9,2040096,13353.05,38.90310588,-77.00246594
